Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Joshua Ocampo,M,SBD,Raw,22.0,20-23,19-23,MR-O,73.3,74,200.0,117.5,230.0,547.5,2,398.67,396.51,383.5,80.78,Yes,USA,IL,USAPL,IPF,2021-09-12,USA,IL,,Windy City Raw Open,Yes
Alex Thieme,M,SBD,Raw,26.5,24-34,24-39,MR-O,73.8,74,175.0,127.5,217.5,520.0,3,376.96,374.76,362.36,76.45,Yes,USA,IL,USAPL,IPF,2021-09-12,USA,IL,,Windy City Raw Open,Yes
Joseph Vande Vusse,M,SBD,Raw,24.5,24-34,24-39,MR-O,80.1,83,180.0,160.0,185.0,525.0,2,361.75,358.13,345.05,74.0,Yes,USA,IL,USAPL,IPF,2021-09-12,USA,IL,,Windy City Raw Open,Yes
Krystian Garbicz,M,SBD,Raw,20.5,20-23,19-23,MR-O,92.7,93,280.0,185.0,265.0,730.0,1,465.19,459.28,439.64,95.65,Yes,USA,IL,USAPL,IPF,2021-09-12,USA,IL,,Windy City Raw Open,Yes
Tomasz Kmiotek,M,SBD,Raw,21.5,20-23,19-23,MR-O,88.0,93,257.5,167.5,262.5,687.5,2,449.68,444.06,426.01,92.42,Yes,USA,IL,USAPL,IPF,2021-09-12,USA,IL,,Windy City Raw Open,Yes
Patrick Keavy,M,SBD,Raw,38.5,35-39,24-39,MR-O,88.3,93,217.5,120.0,270.0,607.5,3,396.65,391.68,375.7,81.53,Yes,USA,IL,USAPL,IPF,2021-09-12,USA,IL,,Windy City Raw Open,Yes
Trey Koenig,M,SBD,Raw,28.0,24-34,24-39,MR-O,104.3,105,290.0,185.0,297.5,772.5,1,467.16,462.7,441.82,95.67,Yes,USA,IL,USAPL,IPF,2021-09-12,USA,IL,,Windy City Raw Open,Yes
Luke Szczerba,M,SBD,Raw,28.5,24-34,24-39,MR-O,102.9,105,237.5,145.0,295.0,677.5,2,411.99,407.8,389.39,84.44,Yes,USA,IL,USAPL,IPF,2021-09-12,USA,IL,,Windy City Raw Open,Yes
Austin Koenig,M,SBD,Raw,32.5,24-34,24-39,MR-O,99.9,105,232.5,125.0,232.5,590.0,4,363.31,359.21,343.09,74.57,Yes,USA,IL,USAPL,IPF,2021-09-12,USA,IL,,Windy City Raw Open,Yes
Darien Walls,M,SBD,Raw,27.5,24-34,24-39,MR-O,103.5,105,167.5,130.0,227.5,525.0,6,318.49,315.34,301.1,65.26,Yes,USA,IL,USAPL,IPF,2021-09-12,USA,IL,,Windy City Raw Open,Yes
David James #1,M,SBD,Raw,28.5,24-34,24-39,MR-O,114.0,120,282.5,182.5,287.5,752.5,1,439.88,438.27,419.39,89.48,Yes,USA,IL,USAPL,IPF,2021-09-12,USA,IL,,Windy City Raw Open,Yes
Ronald Madrey,M,SBD,Raw,22.0,20-23,19-23,MR-O,109.5,120,260.0,155.0,242.5,657.5,2,390.09,387.48,370.28,79.62,Yes,USA,IL,USAPL,IPF,2021-09-12,USA,IL,,Windy City Raw Open,Yes
Scott Schwartz,M,SBD,Raw,29.0,24-34,24-39,MR-O,93.15,105,260.0,180.0,305.0,745.0,1,473.64,467.64,447.56,97.39,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,WI,,PF Series Meet 2,Yes
Lauren Gaines,F,SBD,Raw,28.5,24-34,24-39,FR-O,72.0,72,102.5,65.0,140.0,307.5,1,306.15,300.13,264.37,62.27,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,WI,,PF Series Meet 2,Yes
Sheamus Ronayne,M,SBD,Raw,23.5,24-34,24-39,MR-O,69.8,74,145.0,97.5,170.0,412.5,2,310.47,309.8,300.27,62.43,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,WI,,PF Series Meet 2,Yes
Alexjandra Zayas,F,SBD,Raw,29.5,24-34,24-39,FR-O,102.7,84+,50.0,55.0,75.0,180.0,2,152.05,148.75,127.35,31.88,Yes,USA,IL,USAPL,IPF,2021-09-11,USA,WI,,Stars And Stripes Open,Yes
Aubrey Hogan,M,SBD,Raw,24.0,24-34,24-39,MR-O,73.4,74,260.0,167.5,280.0,707.5,1,514.71,511.88,495.05,104.31,Yes,USA,IL,USAPL,IPF,2021-09-11,USA,WI,,Stars And Stripes Open,Yes
Thomas O'Donnell,M,SBD,Raw,20.5,20-23,19-23,MR-O,73.3,74,215.0,127.5,265.0,607.5,3,442.36,439.96,425.52,89.63,Yes,USA,IL,USAPL,IPF,2021-09-11,USA,WI,,Stars And Stripes Open,Yes
Alonso Rodriguez,M,SBD,Raw,21.5,20-23,19-23,MR-O,73.9,74,210.0,132.5,242.5,585.0,4,423.71,421.2,407.24,85.94,Yes,USA,IL,USAPL,IPF,2021-09-11,USA,WI,,Stars And Stripes Open,Yes
Joshua Valbuena,M,SBD,Raw,28.0,24-34,24-39,MR-O,66.3,74,190.0,120.0,225.0,535.0,6,417.78,418.52,406.59,83.2,Yes,USA,IL,USAPL,IPF,2021-09-11,USA,WI,,Stars And Stripes Open,Yes
Ethan Mcmillan,M,SBD,Raw,15.5,16-17,14-18,MR-O,91.3,93,185.0,132.5,180.0,497.5,9,319.39,315.33,302.03,65.67,Yes,USA,IL,USAPL,IPF,2021-09-11,USA,WI,,Stars And Stripes Open,Yes
Alex Escamilla,M,SBD,Raw,16.5,16-17,14-18,MR-O,101.5,105,207.5,132.5,235.0,575.0,6,351.67,347.9,332.22,72.13,Yes,USA,IL,USAPL,IPF,2021-09-11,USA,WI,,Stars And Stripes Open,Yes
Andrew Kanelos,M,SBD,Raw,23.5,24-34,24-39,MR-O,118.4,120,312.5,182.5,320.0,815.0,1,470.17,470.06,450.35,95.3,Yes,USA,IL,USAPL,IPF,2021-09-11,USA,WI,,Stars And Stripes Open,Yes
Paul Patrow,M,SBD,Raw,47.5,45-49,40-49,MR-O,119.9,120,192.5,122.5,205.0,520.0,6,298.72,299.02,286.53,60.47,Yes,USA,IL,USAPL,IPF,2021-09-11,USA,WI,,Stars And Stripes Open,Yes
Adam Schilling,M,SBD,Raw,34.5,24-34,24-39,MR-O,135.4,120+,212.5,142.5,222.5,577.5,2,319.51,324.38,309.03,63.8,Yes,USA,IL,USAPL,IPF,2021-09-11,USA,WI,,Stars And Stripes Open,Yes
Inha Choi,M,SBD,Raw,28.5,24-34,24-39,MR-O,81.6,83,212.5,145.0,250.0,607.5,1,414.1,409.68,394.38,84.82,Yes,USA,IL,USAPL,IPF,2018-03-18,USA,IL,,Chicagoland Men's Raw Open,Yes
Mitchell Mangoba,M,SBD,Raw,27.5,24-34,24-39,MR-O,81.2,83,190.0,140.0,237.5,567.5,2,387.93,383.86,369.61,79.43,Yes,USA,IL,USAPL,IPF,2018-03-18,USA,IL,,Chicagoland Men's Raw Open,Yes
Daniel Sánchez,M,SBD,Raw,20.5,20-23,19-23,MR-O,83.0,83,200.0,125.0,205.0,530.0,3,357.8,353.77,340.31,73.37,Yes,USA,IL,USAPL,IPF,2018-03-18,USA,IL,,Chicagoland Men's Raw Open,Yes
Paul Sartori,M,SBD,Raw,33.5,24-34,24-39,MR-O,78.4,83,192.5,130.0,195.0,517.5,4,361.17,357.9,345.16,73.74,Yes,USA,IL,USAPL,IPF,2018-03-18,USA,IL,,Chicagoland Men's Raw Open,Yes
Harland White,M,SBD,Raw,35.5,35-39,24-39,MR-O,90.1,93,227.5,130.0,262.5,620.0,1,400.67,395.58,379.11,82.38,Yes,USA,IL,USAPL,IPF,2018-03-18,USA,IL,,Chicagoland Men's Raw Open,Yes
Patrick Keavy,M,SBD,Raw,35.5,35-39,24-39,MR-O,91.9,93,217.5,117.5,272.5,607.5,2,388.76,383.81,367.52,79.94,Yes,USA,IL,USAPL,IPF,2018-03-18,USA,IL,,Chicagoland Men's Raw Open,Yes
Mike Porters,M,SBD,Raw,30.5,24-34,24-39,MR-O,90.8,93,222.5,135.0,245.0,602.5,3,387.86,382.92,366.85,79.75,Yes,USA,IL,USAPL,IPF,2018-03-18,USA,IL,,Chicagoland Men's Raw Open,Yes
Brian Jerszynski,M,SBD,Raw,36.5,35-39,24-39,MR-O,90.9,93,210.0,145.0,215.0,570.0,4,366.73,362.07,346.86,75.41,Yes,USA,IL,USAPL,IPF,2018-03-18,USA,IL,,Chicagoland Men's Raw Open,Yes
Mark Foster #1,M,SBD,Raw,36.5,35-39,24-39,MR-O,90.9,93,210.0,127.5,230.0,567.5,5,365.12,360.48,345.34,75.08,Yes,USA,IL,USAPL,IPF,2018-03-18,USA,IL,,Chicagoland Men's Raw Open,Yes
Alexander Ayala,M,SBD,Raw,24.5,24-34,24-39,MR-O,90.0,93,192.5,120.0,210.0,522.5,6,337.85,333.56,319.69,69.46,Yes,USA,IL,USAPL,IPF,2018-03-18,USA,IL,,Chicagoland Men's Raw Open,Yes
Cort Severns,M,SBD,Raw,36.5,35-39,24-39,MR-O,99.6,105,265.0,165.0,295.0,725.0,1,447.03,441.94,422.13,91.76,Yes,USA,IL,USAPL,IPF,2018-03-18,USA,IL,,Chicagoland Men's Raw Open,Yes
Stephaun Mosley,M,SBD,Raw,34.5,24-34,24-39,MR-O,103.8,105,217.5,150.0,257.5,625.0,2,378.7,375.0,358.07,77.58,Yes,USA,IL,USAPL,IPF,2018-03-18,USA,IL,,Chicagoland Men's Raw Open,Yes
Kevin Pelezarski,M,SBD,Raw,30.5,24-34,24-39,MR-O,102.2,105,207.5,130.0,265.0,602.5,3,367.43,363.59,347.18,75.33,Yes,USA,IL,USAPL,IPF,2018-03-18,USA,IL,,Chicagoland Men's Raw Open,Yes
Weston Whiting,M,SBD,Raw,35.0,35-39,24-39,MR-O,101.3,105,202.5,137.5,240.0,580.0,4,355.03,351.19,335.37,72.82,Yes,USA,IL,USAPL,IPF,2018-03-18,USA,IL,,Chicagoland Men's Raw Open,Yes
Peter Strong,M,SBD,Raw,33.5,24-34,24-39,MR-O,100.9,105,230.0,125.0,207.5,562.5,5,344.9,341.12,325.77,70.76,Yes,USA,IL,USAPL,IPF,2018-03-18,USA,IL,,Chicagoland Men's Raw Open,Yes
Justin Johnson,M,SBD,Raw,28.5,24-34,24-39,MR-O,93.2,105,172.5,97.5,227.5,497.5,6,316.21,312.21,298.79,65.02,Yes,USA,IL,USAPL,IPF,2018-03-18,USA,IL,,Chicagoland Men's Raw Open,Yes
Christopher Craft,M,SBD,Raw,33.5,24-34,24-39,MR-O,135.5,120+,310.0,217.5,290.0,817.5,1,452.19,459.14,437.38,90.29,Yes,USA,IL,USAPL,IPF,2018-03-18,USA,IL,,Chicagoland Men's Raw Open,Yes
Karlie Patten,F,SBD,Raw,28.5,24-34,24-39,FR-O,71.3,76,67.5,32.5,112.5,212.5,1,212.7,208.77,183.94,43.25,Yes,USA,IL,USAPL,IPF,2021-05-22,USA,MO,,Legacy Series 3,Yes
Reis Madrey,M,SBD,Raw,20.5,20-23,19-23,MR-O,71.2,74,202.5,140.0,237.5,580.0,1,430.62,429.09,415.53,86.88,Yes,USA,IL,USAPL,IPF,2021-05-22,USA,MO,,Legacy Series 3,Yes
Shakeel Holman,M,SBD,Raw,28.5,24-34,24-39,MR-O,89.1,93,260.0,177.5,280.0,717.5,1,466.31,460.42,441.46,95.86,Yes,USA,IL,USAPL,IPF,2021-05-22,USA,MO,,Legacy Series 3,Yes
Brandon Brown,M,SBD,Raw,27.5,24-34,24-39,MR-O,88.45,93,225.0,132.5,272.5,630.0,2,410.98,405.82,389.24,84.48,Yes,USA,IL,USAPL,IPF,2021-05-22,USA,MO,,Legacy Series 3,Yes
Jason Neukom,M,SBD,Raw,35.5,35-39,24-39,MR-O,88.25,93,207.5,160.0,245.0,612.5,3,400.03,395.02,378.92,82.22,Yes,USA,IL,USAPL,IPF,2021-05-22,USA,MO,,Legacy Series 3,Yes
Ronald Madrey,M,SBD,Raw,22.0,20-23,19-23,MR-O,100.4,105,255.0,150.0,240.0,645.0,1,396.32,391.92,374.3,81.33,Yes,USA,IL,USAPL,IPF,2021-05-22,USA,MO,,Legacy Series 3,Yes
Jason Jackson #2,M,SBD,Raw,41.5,40-44,40-49,MR-O,156.0,120+,195.0,170.0,250.0,615.0,1,327.29,338.39,318.5,64.33,Yes,USA,IL,USAPL,IPF,2021-05-22,USA,MO,,Legacy Series 3,Yes
Mallory Brown,F,SBD,Raw,28.0,24-34,24-39,FR-O,47.8,48,137.5,67.5,125.0,330.0,11,427.15,438.4,390.32,89.98,Yes,USA,IL,USAPL,,2022-06-08,USA,NV,Las Vegas,Mega Nationals,Yes
Emma Ife,F,SBD,Raw,32.5,24-34,24-39,FR-O,50.39,52,127.5,80.0,157.5,365.0,10,454.83,466.13,413.74,94.74,Yes,USA,IL,USAPL,,2022-06-08,USA,NV,Las Vegas,Mega Nationals,Yes
Semra Memedovski,F,SBD,Raw,24.0,24-34,24-39,FR-O,55.62,56,145.0,85.0,170.0,400.0,15,465.75,473.16,418.59,95.6,Yes,USA,IL,USAPL,,2022-06-08,USA,NV,Las Vegas,Mega Nationals,Yes
Amanda Berggren,F,SBD,Raw,33.5,24-34,24-39,FR-O,73.92,75,155.0,95.0,175.0,425.0,25,417.15,407.75,358.87,84.92,Yes,USA,IL,USAPL,,2022-06-08,USA,NV,Las Vegas,Mega Nationals,Yes
Michael Coladipietro,M,SBD,Raw,26.0,24-34,24-39,MR-O,74.24,75,262.5,150.0,275.0,687.5,14,496.47,493.4,476.95,100.76,Yes,USA,IL,USAPL,,2022-06-08,USA,NV,Las Vegas,Mega Nationals,Yes
Cameron Smith #2,M,SBD,Raw,33.0,24-34,24-39,MR-O,89.55,90,277.5,220.5,285.0,783.0,8,507.57,501.14,480.4,104.35,Yes,USA,IL,USAPL,,2022-06-08,USA,NV,Las Vegas,Mega Nationals,Yes
Shakeel Holman,M,SBD,Raw,29.5,24-34,24-39,MR-O,98.62,100,287.5,182.5,265.0,735.0,24,455.16,449.85,429.77,93.47,Yes,USA,IL,USAPL,,2022-06-08,USA,NV,Las Vegas,Mega Nationals,Yes
David James #1,M,SBD,Raw,29.0,24-34,24-39,MR-O,107.64,110,272.5,187.5,295.0,755.0,19,450.89,447.37,427.35,92.15,Yes,USA,IL,USAPL,,2022-06-08,USA,NV,Las Vegas,Mega Nationals,Yes
Sterling Walker,M,SBD,Raw,30.0,24-34,24-39,MR-O,66.15,67.5,210.0,132.5,247.5,590.0,20,461.5,462.4,449.27,91.86,Yes,USA,IL,USAPL,,2022-06-08,USA,NV,Las Vegas,Mega Nationals,Yes
Angelo Fortino,M,SBD,Raw,28.5,24-34,24-39,MR-O,81.92,82.5,297.5,165.0,357.0,819.5,2,557.36,551.33,530.65,114.19,Yes,USA,IL,USAPL,,2022-06-08,USA,NV,Las Vegas,Mega Nationals,Yes
Carson Allen,M,SBD,Raw,24.5,24-34,24-39,MR-O,82.17,82.5,260.0,162.5,295.0,717.5,19,487.14,481.82,463.69,99.83,Yes,USA,IL,USAPL,,2022-06-08,USA,NV,Las Vegas,Mega Nationals,Yes
Samantha Cosmo,F,SBD,Raw,23.0,20-23,19-23,FR-O,59.7,,137.5,62.5,135.0,335.0,2,372.54,374.94,331.3,75.99,Yes,USA,IL,USAPL,,2022-08-20,USA,WI,,Wolf Open,Yes
Anton Sebastian,M,SBD,Raw,20.5,20-23,19-23,MR-O,72.8,74,190.0,132.5,240.0,562.5,4,411.44,409.39,396.07,83.29,Yes,USA,IL,USAPL,IPF,2021-08-28,USA,MI,,Tournament of Power,Yes
Chad Heyer,M,SBD,Raw,28.5,24-34,24-39,MR-O,108.0,120,227.5,165.0,260.0,652.5,3,389.17,386.22,368.95,79.52,Yes,USA,IL,USAPL,IPF,2021-08-28,USA,MI,,Tournament of Power,Yes
Sarah Heinz,F,SBD,Raw,32.0,24-34,24-39,FR-O,56.85,57,110.0,65.0,145.0,320.0,1,367.26,372.09,329.04,75.21,Yes,USA,IL,USAPL,IPF,2021-02-13,USA,OH,,Beyond Limits Classic,Yes
Corynn Tomlinson,F,SBD,Raw,27.5,24-34,24-39,FR-O,79.4,84,172.5,75.0,175.0,422.5,2,399.6,388.23,340.61,81.66,Yes,USA,IL,USAPL,IPF,2021-02-13,USA,OH,,Beyond Limits Classic,Yes
Cody Zinke,M,SBD,Raw,27.5,24-34,24-39,MR-O,87.4,90,225.0,142.5,285.0,652.5,1,428.31,423.0,405.93,88.01,Yes,USA,IL,USAPL,,2023-02-04,USA,IA,,Iowa State Open,Yes
Allison Kojima,F,SBD,Raw,21.5,20-23,19-23,FR-O,59.6,60,127.5,82.5,167.5,377.5,1,420.25,423.06,373.83,85.73,Yes,USA,IL,USAPL,,2022-12-10,USA,TX,,Texas Open,Yes
Omar Cruz,M,SBD,Raw,20.5,20-23,19-23,MR-O,74.3,75,145.0,110.0,205.0,460.0,12,332.01,329.94,318.93,67.39,Yes,USA,IL,USAPL,,2022-12-10,USA,TX,,Texas Open,Yes
Lauren Gaines,F,SBD,Raw,30.5,24-34,24-39,FR-O,74.4,76,140.0,70.0,177.5,387.5,1,379.03,370.24,325.78,77.18,Yes,USA,IL,USAPL,IPF,2021-04-25,USA,IL,,Chicagoland Women's Open,Yes
Lea Tallia,F,SBD,Raw,28.0,24-34,24-39,FR-O,61.3,63,142.5,80.0,157.5,380.0,1,415.63,416.71,368.08,84.65,Yes,USA,IL,USAPL,IPF,2021-04-25,USA,IL,,Chicagoland Women's Open,Yes
Emily Jones,F,SBD,Raw,38.5,35-39,24-39,FR-O,74.5,76,105.0,50.0,147.5,302.5,2,295.67,288.78,254.09,60.21,Yes,USA,IL,USAPL,IPF,2021-04-25,USA,IL,,Chicagoland Women's Open,Yes
Liz Moon,F,SBD,Raw,36.5,35-39,24-39,FR-O,55.2,57,95.0,55.0,130.0,280.0,1,327.68,333.19,294.81,67.32,Yes,USA,IL,USAPL,IPF,2021-04-25,USA,IL,,Chicagoland Women's Open,Yes
Matthew Bindeman,M,SBD,Raw,20.5,20-23,19-23,MR-O,91.4,93,162.5,122.5,205.0,490.0,7,314.41,310.41,297.3,64.65,Yes,USA,IL,USAPL,IPF,2017-11-18,USA,LA,,Abbeville Open and Collegiate Championships,Yes
Rebecca Zgobica,F,SBD,Raw,23.5,24-34,24-39,FR-O,62.2,63,107.5,72.5,137.5,317.5,3,344.16,344.31,304.08,70.04,Yes,USA,IL,USAPL,IPF,2016-04-23,USA,MN,,Southeast RAW Showdown,Yes
Rachel Ashmun,F,SBD,Raw,32.0,24-34,24-39,FR-O,120.2,84+,145.0,65.0,145.0,355.0,2,284.71,283.79,240.45,60.84,Yes,USA,IL,USAPL,IPF,2017-11-19,USA,IA,,Quad City Iron Thriller,Yes
Larry Koester,M,SBD,Raw,24.5,24-34,24-39,MR-O,79.8,83,150.0,92.5,185.0,427.5,2,295.22,292.32,281.69,60.37,Yes,USA,IL,USAPL,IPF,2017-11-19,USA,IA,,Quad City Iron Thriller,Yes
Eddie Cupp,M,SBD,Raw,36.0,35-39,24-39,MR-O,76.0,83,155.0,107.5,162.5,425.0,3,302.36,300.09,289.79,61.54,Yes,USA,IL,USAPL,IPF,2017-11-19,USA,IA,,Quad City Iron Thriller,Yes
Tim Housby,M,SBD,Raw,33.5,24-34,24-39,MR-O,91.8,93,172.5,112.5,192.5,477.5,2,305.73,301.84,289.04,62.86,Yes,USA,IL,USAPL,IPF,2017-11-19,USA,IA,,Quad City Iron Thriller,Yes
Thomas O'Donnell,M,SBD,Raw,19.5,20-23,19-23,MR-O,72.9,74,212.5,125.0,267.5,605.0,1,442.13,439.88,425.55,89.51,Yes,USA,IL,USAPL,IPF,2020-08-29,USA,OH,,Ohio Open,Yes
Raymond Bargi,M,SBD,Raw,24.5,24-34,24-39,MR-O,58.0,59,160.0,130.0,215.0,505.0,1,438.48,444.48,434.88,84.33,Yes,USA,IL,USAPL,IPF,2019-07-06,USA,WI,,Limitless Open,Yes
Giovanni Gorgoni,M,SBD,Raw,24.5,24-34,24-39,MR-O,87.0,93,192.5,120.0,195.0,507.5,1,333.94,329.82,316.58,68.61,Yes,USA,IL,USAPL,IPF,2019-07-06,USA,WI,,Limitless Open,Yes
Nicole Maranan,F,SBD,Raw,25.5,24-34,24-39,FR-O,58.9,60,157.5,77.5,192.5,427.5,1,479.51,483.52,427.32,97.9,Yes,USA,IL,USAPL,,2023-09-02,USA,HI,,Wahine Open & Kane Classic,Yes
Brandon Trinh,M,SBD,Raw,23.5,24-34,24-39,MR-O,90.0,90,240.0,137.5,262.5,640.0,2,413.82,408.57,391.58,85.08,Yes,USA,IL,USAPL,,2023-09-02,USA,HI,,Wahine Open & Kane Classic,Yes
Ashley Armstrong #2,F,SBD,Raw,26.5,24-34,24-39,FR-O,54.25,57,92.5,60.0,165.0,317.5,1,375.92,382.98,339.01,77.4,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Vanessa Horst,F,SBD,Raw,30.5,24-34,24-39,FR-O,62.9,63,125.0,72.5,175.0,372.5,1,401.02,400.53,353.68,81.58,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Hala Ashraf,F,SBD,Raw,26.0,24-34,24-39,FR-O,62.15,63,135.0,67.5,165.0,367.5,2,398.55,398.77,352.18,81.12,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Amanda Berggren,F,SBD,Raw,30.5,24-34,24-39,FR-O,69.8,72,110.0,72.5,147.5,330.0,1,334.25,328.95,289.98,67.93,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Miku Kinnear,F,SBD,Raw,35.5,35-39,24-39,FR-O,71.1,72,95.0,52.5,132.5,280.0,2,280.7,275.61,242.85,57.07,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Samantha Sholtis,F,SBD,Raw,25.5,24-34,24-39,FR-O,68.7,72,107.5,52.5,115.0,275.0,3,281.06,277.18,244.43,57.11,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Laura Taylor,F,SBD,Raw,35.5,35-39,24-39,FR-O,71.45,72,102.5,45.0,117.5,265.0,4,264.95,259.98,229.05,53.88,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Martina Kukielka,F,SBD,Raw,26.5,24-34,24-39,FR-O,80.8,84,160.0,82.5,165.0,407.5,1,382.08,370.83,325.02,78.18,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Suzanne Ford,F,SBD,Raw,26.5,24-34,24-39,FR-O,73.6,84,122.5,62.5,150.0,335.0,2,329.57,322.3,283.7,67.08,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Isabel Figueroa,F,SBD,Raw,16.0,16-17,14-18,FR-O,107.9,84+,185.0,92.5,190.0,467.5,1,387.92,381.71,325.14,81.83,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Nicholas Farison,M,SBD,Raw,27.0,24-34,24-39,MR-O,73.65,74,250.0,155.0,252.5,657.5,1,477.27,474.55,458.88,96.77,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Ronald Martinez II,M,SBD,Raw,28.5,24-34,24-39,MR-O,73.9,74,210.0,122.5,237.5,570.0,2,412.84,410.4,396.8,83.74,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Derrick Nguyen,M,SBD,Raw,24.5,24-34,24-39,MR-O,72.4,74,207.5,140.0,217.5,565.0,3,414.79,412.86,399.53,83.9,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Justin Hegg,M,SBD,Raw,25.5,24-34,24-39,MR-O,69.45,74,172.5,135.0,192.5,500.0,4,377.65,376.97,365.45,75.88,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Michael Impennachio,M,SBD,Raw,29.5,24-34,24-39,MR-O,81.09,83,210.0,140.0,275.0,625.0,1,427.57,423.1,407.42,87.54,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Inha Choi,M,SBD,Raw,29.5,24-34,24-39,MR-O,82.15,83,200.0,145.0,255.0,600.0,2,407.42,402.97,387.81,83.49,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Drew Sherman,M,SBD,Raw,22.0,20-23,19-23,MR-O,80.55,83,212.5,147.5,237.5,597.5,3,410.35,406.16,391.23,83.98,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Erasto Ferrer Jr,M,SBD,Raw,24.0,24-34,24-39,MR-O,81.75,83,182.5,135.0,227.5,545.0,4,371.11,367.12,353.39,76.02,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Patryk Piekarczyk,M,SBD,Raw,24.5,24-34,24-39,MR-O,80.9,83,167.5,112.5,227.5,507.5,5,347.66,344.06,331.34,71.17,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Julian Johnson,M,SBD,Raw,26.5,24-34,24-39,MR-O,81.65,83,137.5,125.0,172.5,435.0,6,296.41,293.24,282.29,60.72,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Denzale Denson,M,SBD,Raw,28.5,24-34,24-39,MR-O,91.5,93,215.0,172.5,317.5,705.0,1,452.12,446.36,427.5,92.97,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Jason Neukom,M,SBD,Raw,33.5,24-34,24-39,MR-O,89.25,93,217.5,162.5,260.0,640.0,2,415.58,410.33,393.4,85.44,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
David Mealer,M,SBD,Raw,35.0,35-39,24-39,MR-O,86.1,93,235.0,142.5,260.0,637.5,3,421.8,416.67,400.14,86.64,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Sergio Castaneda,M,SBD,Raw,28.5,24-34,24-39,MR-O,90.75,93,220.0,150.0,260.0,630.0,4,405.67,400.51,383.71,83.41,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Aaron Greenwell,M,SBD,Raw,27.5,24-34,24-39,MR-O,90.95,93,210.0,160.0,220.0,590.0,5,379.5,374.67,358.92,78.03,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Rob Vogelbacher,M,SBD,Raw,44.0,40-44,40-49,MR-O,92.4,93,192.5,137.5,220.0,550.0,6,351.03,346.57,331.79,72.18,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Jerrold Beach,M,SBD,Raw,28.5,24-34,24-39,MR-O,102.9,105,255.0,175.0,300.0,730.0,1,443.91,439.41,419.57,90.98,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
Brendan Taylor,M,SBD,Raw,33.0,24-34,24-39,MR-O,103.15,105,277.5,162.5,290.0,730.0,2,443.47,439.01,419.19,90.88,Yes,USA,IL,USAPL,IPF,2019-04-27,USA,IL,,Illinois State Championships,Yes
