Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName,Sanctioned
Colin Quirk,M,SBD,Raw,29.5,24-34,24-39,MR-O,93.9,100,195,97.5,200,492.5,1,311.92,307.99,294.67,64.13,Yes,USA,IL,USAPL,,10/8/23,USA,IL,,Windy City Open,Yes
Jimmy Redmond,M,SBD,Raw,30.5,24-34,24-39,MR-O,100,100,160,115,197.5,472.5,2,290.83,287.56,274.65,59.69,Yes,USA,IL,USAPL,,10/8/23,USA,IL,,Windy City Open,Yes
Jaden Thurman,M,SBD,Raw,21.5,20-23,19-23,MR-O,108.2,110,295,170,300,765,1,455.94,452.54,432.33,93.15,Yes,USA,IL,USAPL,,10/8/23,USA,IL,,Windy City Open,Yes
Mitchel Wojcik,M,SBD,Raw,25.5,24-34,24-39,MR-O,115.4,125,280,175,265,720,1,419.06,417.97,400.14,85.15,Yes,USA,IL,USAPL,,10/8/23,USA,IL,,Windy City Open,Yes
Robbie Calalay,M,SBD,Raw,21.5,20-23,19-23,MR-O,66.1,67.5,177.5,110,220,507.5,1,397.19,397.99,386.7,79.05,Yes,USA,IL,USAPL,,10/8/23,USA,IL,,Windy City Open,Yes
Nathaniel Morsy,M,SBD,Raw,24.5,24-34,24-39,MR-O,64.4,67.5,172.5,130,192.5,495,2,395.06,396.71,385.94,78.17,Yes,USA,IL,USAPL,,10/8/23,USA,IL,,Windy City Open,Yes
Nicholas Du,M,SBD,Raw,23.5,24-34,24-39,MR-O,62.5,67.5,152.5,77.5,185,415,3,338.98,341.27,332.51,66.59,Yes,USA,IL,USAPL,,10/8/23,USA,IL,,Windy City Open,Yes
Caleb Calhoun,M,SBD,Raw,22,20-23,19-23,MR-O,80.8,82.5,200,140,240,580,1,397.61,393.51,378.99,81.39,Yes,USA,IL,USAPL,,10/8/23,USA,IL,,Windy City Open,Yes
Francisco Silva,M,SBD,Raw,27.5,24-34,24-39,MR-O,79,82.5,182.5,130,227.5,540,2,375.15,371.62,358.27,76.65,Yes,USA,IL,USAPL,,10/8/23,USA,IL,,Windy City Open,Yes
William Coyne,M,SBD,Raw,32.5,24-34,24-39,MR-O,123,125,245,172.5,287.5,705,1,401.62,403.09,386.14,81.08,Yes,USA,IL,USAPL,,11/4/23,USA,NM,,New Mexico State Championships,Yes
Holly Quinn,F,SBD,Raw,24.5,24-34,24-39,FR-O,51.8,52,102.5,55,102.5,260,2,317.77,325.09,288.21,65.87,Yes,USA,IL,USAPL,,4/30/22,USA,TX,,Iron Triathlon,Yes
Jacob Doehring,M,SBD,Raw,22.5,20-23,19-23,MR-O,73.3,74,175,120,210,505,1,367.72,365.73,353.73,74.51,Yes,USA,IL,USAPL,IPF,7/17/21,USA,MI,,Midwest Performance Championship,Yes
Ethan Mccoy,M,SBD,Raw,22.5,20-23,19-23,MR-O,74,74,147.5,92.5,192.5,432.5,3,312.98,311.1,300.77,63.5,Yes,USA,IL,USAPL,IPF,7/17/21,USA,MI,,Midwest Performance Championship,Yes
Nolan O'Neil,M,SBD,Raw,20.5,20-23,19-23,MR-O,82.4,83,205,125,240,570,1,386.38,382.12,367.7,79.19,Yes,USA,IL,USAPL,IPF,7/17/21,USA,MI,,Midwest Performance Championship,Yes
Bryce Burk,M,SBD,Raw,22.5,20-23,19-23,MR-O,76,83,172.5,97.5,215,485,3,345.04,342.45,330.7,70.23,Yes,USA,IL,USAPL,IPF,7/17/21,USA,MI,,Midwest Performance Championship,Yes
Samuel Prather,M,SBD,Raw,23.5,24-34,24-39,MR-O,97.05,100,230,107.5,212.5,550,5,343.05,338.91,323.91,70.48,Yes,USA,IL,USAPL,,5/28/22,USA,OH,,Ohio Open & State Championship,Yes
Nathan Zamudio,M,SBD,Raw,23.5,24-34,24-39,MR-O,98,100,212.5,105,220,537.5,6,333.79,329.84,315.16,68.56,Yes,USA,IL,USAPL,,5/28/22,USA,OH,,Ohio Open & State Championship,Yes
Adam Beans,M,SBD,Raw,29.5,24-34,24-39,MR-O,80.85,82.5,205,145,252.5,602.5,3,412.89,408.62,393.53,84.52,Yes,USA,IL,USAPL,,5/28/22,USA,OH,,Ohio Open & State Championship,Yes
Samuel Prather,M,SBD,Raw,22.5,20-23,19-23,MR-O,98.5,105,210,110,200,520,3,322.19,318.42,304.21,66.17,Yes,USA,IL,USAPL,IPF,7/10/21,USA,IA,,22nd Street Barbell Classic,Yes
David Lynch,M,SBD,Raw,19.5,20-23,19-23,MR-O,73.9,75,182.5,100,225,507.5,3,367.58,365.4,353.29,74.56,Yes,USA,IL,USAPL,,4/29/23,USA,NE,,Star City Showdown,Yes
Angel Posadas #1,F,SBD,Raw,24.5,24-34,24-39,FR-O,55.5,56,125,55,145,325,1,378.96,385.09,340.7,77.8,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Leslie Diaz,F,SBD,Raw,22.5,20-23,19-23,FR-O,55.7,56,132.5,47.5,140,320,2,372.24,378.1,334.48,76.39,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Fatima Ramirez,F,SBD,Raw,22.5,20-23,19-23,FR-O,72.1,75,87.5,45,120,252.5,1,251.2,246.22,216.88,51.09,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Liana Perez,F,SBD,Raw,19.5,20-23,19-23,FR-O,114,100+,155,85,150,390,1,317.76,314.82,267.53,67.48,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Nicole Maranan,F,SBD,Raw,25.5,24-34,24-39,FR-O,64.8,67.5,162.5,77.5,200,440,1,465.26,462.66,408.39,94.57,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Amanda Heath,F,SBD,Raw,24.5,24-34,24-39,FR-O,65.5,67.5,140,77.5,157.5,375,3,394.01,391.19,345.25,80.07,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Anna Hornbacher,F,SBD,Raw,23.5,24-34,24-39,FR-O,79.8,82.5,107.5,50,150,307.5,1,290.1,281.76,247.13,59.31,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Zachary McGillis,M,SBD,Raw,25.5,24-34,24-39,MR-O,73.8,75,245,160,272.5,677.5,2,491.14,488.27,472.11,99.6,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Jarry Cruz,M,SBD,Raw,25.5,24-34,24-39,MR-O,73.9,75,230,150,267.5,647.5,3,468.98,466.2,450.75,95.13,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Joe Liao,M,SBD,Raw,20.5,20-23,19-23,MR-O,73.9,75,220,145,245,610,5,441.82,439.2,424.64,89.62,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Sai Eshwar Nandam,M,SBD,Raw,29.5,24-34,24-39,MR-O,72.1,75,172.5,117.5,220,510,6,375.45,373.81,361.8,75.89,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Elly Jdaidany,M,SBD,Raw,25,24-34,24-39,MR-O,88.9,90,260,172.5,250,682.5,1,444.07,438.47,420.46,91.29,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Nicholas Skorin,M,SBD,Raw,23.5,24-34,24-39,MR-O,88.2,90,205,165,272.5,642.5,2,419.75,414.49,397.61,86.27,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Christian Terriquez,M,SBD,Raw,22,20-23,19-23,MR-O,87.1,90,222.5,172.5,240,635,3,417.58,412.42,395.84,85.8,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Thomas Graeb,M,SBD,Raw,19.5,20-23,19-23,MR-O,83.2,90,215,115,250,580,4,391.02,386.6,371.84,80.19,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Itzcoatl Aguilar,M,SBD,Raw,16.5,16-17,14-18,MR-O,90,90,205,105,200,510,5,329.77,325.58,312.04,67.8,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Sandon Sylva,M,SBD,Raw,21.5,20-23,19-23,MR-O,89.8,90,160,117.5,205,482.5,6,312.34,308.37,295.58,64.22,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Jackson Hager,M,SBD,Raw,24.5,24-34,24-39,MR-O,90.5,100,240,125,290,655,2,422.35,416.98,399.54,86.84,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Mario Rico,M,SBD,Raw,31.5,24-34,24-39,MR-O,99.5,100,227.5,150,260,637.5,3,393.25,388.76,371.34,80.73,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Christopher Sandoval,M,SBD,Raw,20.5,20-23,19-23,MR-O,95.8,100,210,137.5,262.5,610,4,382.73,378.01,361.42,78.66,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Gregory Green,M,SBD,Raw,33,24-34,24-39,MR-O,97.9,100,217.5,167.5,217.5,602.5,5,374.33,369.88,353.43,76.89,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Chad Heyer,M,SBD,Raw,30.5,24-34,24-39,MR-O,107.9,110,237.5,175,272.5,685,1,408.7,405.58,387.44,83.51,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Tony Nicolalde,M,SBD,Raw,22.5,20-23,19-23,MR-O,106.5,110,177.5,102.5,180,460,2,275.86,273.54,261.24,56.42,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Justin Balcor,M,SBD,Raw,35.5,35-39,24-39,MR-O,151.3,140+,180,115,205,500,1,268.26,276.31,261.08,52.9,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Hieu Trung Pham Vu,M,SBD,Raw,24.5,24-34,24-39,MR-O,66.8,67.5,167.5,100,202.5,470,2,365.01,365.43,354.89,72.8,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Brady Collins,M,SBD,Raw,18.5,18-19,19-23,MR-O,65.5,67.5,142.5,112.5,182.5,437.5,3,344.74,345.69,336.03,68.47,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Macnamara Roth,M,SBD,Raw,18.5,18-19,19-23,MR-O,64,67.5,120,70,152.5,342.5,4,274.65,275.94,268.54,54.27,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Carson Allen,M,SBD,Raw,25.5,24-34,24-39,MR-O,82.5,82.5,270,165,310,745,1,504.66,499.08,480.21,103.44,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Zachary Haines,M,SBD,Raw,23.5,24-34,24-39,MR-O,82.2,82.5,240,132.5,285,657.5,2,446.31,441.43,424.81,91.46,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Cody Wong,M,SBD,Raw,29.5,24-34,24-39,MR-O,80.4,82.5,200,137.5,255,592.5,3,407.36,403.23,388.44,83.35,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Tyler Jackson #5,M,SBD,Raw,27.5,24-34,24-39,MR-O,80.1,82.5,182.5,115,247.5,545,4,375.53,371.78,358.2,76.82,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Brandon Piedra,M,SBD,Raw,23.5,24-34,24-39,MR-O,82,82.5,180,130,225,535,5,363.66,359.71,346.21,74.51,Yes,USA,IL,USAPL,,1/21/23,USA,IL,,Lifting In A Winter Wonderland,Yes
Elly Jdaidany,M,SBD,Raw,24,24-34,24-39,MR-O,88.2,90,252.5,172.5,265,690,1,450.78,445.13,427,92.65,Yes,USA,IL,USAPL,,7/16/22,USA,NY,,2nd Annual Barbell and Brine Summer Classic,Yes
Gregory Green,M,SBD,Raw,32.5,24-34,24-39,MR-O,97.2,100,220,167.5,210,597.5,1,372.42,367.93,351.63,76.51,Yes,USA,IL,USAPL,,7/16/22,USA,NY,,2nd Annual Barbell and Brine Summer Classic,Yes
Nicole Maranan,F,SBD,Raw,25.5,24-34,24-39,FR-O,60,60,157.5,82.5,205,445,1,493.3,496.12,438.35,100.59,Yes,USA,IL,USAPL,,10/21/23,USA,NH,,Odyssey Barbell Club Classic,Yes
Elly Jdaidany,M,SBD,Raw,25,24-34,24-39,MR-O,87.95,90,260,190,272.5,722.5,1,472.71,466.8,447.84,97.15,Yes,USA,IL,USAPL,,10/21/23,USA,NH,,Odyssey Barbell Club Classic,Yes
Stephany Gaytan,F,SBD,Raw,30.5,24-34,24-39,FR-O,69.9,76,115,47.5,120,282.5,2,285.91,281.32,247.99,58.11,Yes,USA,IL,USAPL,IPF,10/30/21,USA,MN,,Monsters Bash,Yes
Israel Linares,M,SBD,Raw,24.5,24-34,24-39,MR-O,82,83,227.5,127.5,220,575,2,390.85,386.61,372.1,80.08,Yes,USA,IL,USAPL,IPF,10/30/21,USA,MN,,Monsters Bash,Yes
Nathaniel Williams,M,SBD,Raw,31.5,24-34,24-39,MR-O,90.7,100,160,92.5,185,437.5,1,281.79,278.21,266.55,57.94,Yes,USA,IL,USAPL,,2/10/24,USA,IL,,Illinois Open,Yes
Jodi-Ann Kasky,F,SBD,Raw,58.5,55-59,50-59,FR-O,58.1,60,72.5,40,92.5,205,1,231.97,234.35,207.15,47.41,Yes,USA,IL,USAPL,,4/2/22,USA,WI,,Madness Open,Yes
Bea Regganie,F,SBD,Raw,56.5,55-59,50-59,FR-O,73.4,75,82.5,47.5,122.5,252.5,2,248.77,243.36,214.23,50.63,Yes,USA,IL,USAPL,,4/2/22,USA,WI,,Madness Open,Yes
Kate Regganie,F,SBD,Raw,24.5,24-34,24-39,FR-O,77.7,82.5,140,90,157.5,387.5,2,370.54,360.54,316.67,75.62,Yes,USA,IL,USAPL,,4/2/22,USA,WI,,Madness Open,Yes
Andrew Allen #6,M,SBD,Raw,20.5,20-23,19-23,MR-O,74.3,75,147.5,105,202.5,455,4,328.4,326.35,315.46,66.66,Yes,USA,IL,USAPL,,4/2/22,USA,WI,,Madness Open,Yes
Luciano Miceli,M,SBD,Raw,17.5,18-19,14-18,MR-O,88.6,90,182.5,120,227.5,530,2,345.44,341.1,327.14,71.01,Yes,USA,IL,USAPL,,4/2/22,USA,WI,,Madness Open,Yes
Brandon Miller,M,SBD,Raw,30.5,24-34,24-39,MR-O,87.5,90,175,115,200,490,3,321.45,317.46,304.63,66.06,Yes,USA,IL,USAPL,,4/2/22,USA,WI,,Madness Open,Yes
Andrew Wochner,M,SBD,Raw,18.5,18-19,19-23,MR-O,86.8,90,130,75,162.5,367.5,7,242.11,239.13,229.56,49.74,Yes,USA,IL,USAPL,,4/2/22,USA,WI,,Madness Open,Yes
Alex Escamilla,M,SBD,Raw,17.5,18-19,14-18,MR-O,98.8,100,220,130,245,595,3,368.17,363.89,347.63,75.6,Yes,USA,IL,USAPL,,4/2/22,USA,WI,,Madness Open,Yes
Gabriel Herman,M,SBD,Raw,33.5,24-34,24-39,MR-O,96.4,100,195,125,230,550,4,344.1,339.9,324.91,70.71,Yes,USA,IL,USAPL,,4/2/22,USA,WI,,Madness Open,Yes
Greg Dziubinski,M,SBD,Raw,32.5,24-34,24-39,MR-O,99.7,100,142.5,135,125,402.5,6,248.07,245.25,234.26,50.92,Yes,USA,IL,USAPL,,4/2/22,USA,WI,,Madness Open,Yes
William Coyne,M,SBD,Raw,31.5,24-34,24-39,MR-O,113.1,125,235,165,285,685,1,401.56,399.84,382.5,81.75,Yes,USA,IL,USAPL,,4/2/22,USA,WI,,Madness Open,Yes
Ronald Zborowski,M,SBD,Raw,33.5,24-34,24-39,MR-O,116.8,125,145,125,195,465,3,269.51,269.1,257.72,54.7,Yes,USA,IL,USAPL,,4/2/22,USA,WI,,Madness Open,Yes
Zachary Cheuk,M,SBD,Raw,19.5,20-23,19-23,MR-O,66.1,67.5,142.5,97.5,155,395,2,309.15,309.77,300.98,61.52,Yes,USA,IL,USAPL,,4/2/22,USA,WI,,Madness Open,Yes
Daniel Makhlin,M,SBD,Raw,16.5,16-17,14-18,MR-O,61.5,67.5,140,67.5,160,367.5,3,304.04,306.53,298.93,59.48,Yes,USA,IL,USAPL,,4/2/22,USA,WI,,Madness Open,Yes
Carson Allen,M,SBD,Raw,24.5,24-34,24-39,MR-O,81.7,82.5,257.5,160,287.5,705,1,480.22,475.07,457.31,98.37,Yes,USA,IL,USAPL,,4/2/22,USA,WI,,Madness Open,Yes
Haig Hagopian,M,SBD,Raw,18.5,18-19,19-23,MR-O,81.7,82.5,140,105,165,410,6,279.28,276.28,265.96,57.21,Yes,USA,IL,USAPL,,4/2/22,USA,WI,,Madness Open,Yes
Jason Waggoner,M,SBD,Raw,48.5,45-49,40-49,MR-O,109.3,110,215,147.5,212.5,575,2,341.38,339.05,323.99,69.69,Yes,USA,IL,USAPL,,9/3/23,USA,IN,,Indiana Fall Brawl,Yes
Nico Chiodo,M,SBD,Raw,24,24-34,24-39,MR-O,82.69,83,250,187.5,282.5,720,1,487.09,481.67,463.41,99.86,Yes,USA,IL,USAPL,IPF,9/26/20,USA,FL,,2nd Annual Ocala Open Super Total X3 Championships,Yes
Huong Van,F,SBD,Raw,25.5,24-34,24-39,FR-O,67.3,69,115,52.5,145,312.5,1,323.18,319.62,281.97,65.67,Yes,USA,IL,USAPL,IPF,9/12/21,USA,IL,,Windy City Raw Open,Yes
Tiffany Rolland,F,SBD,Raw,26,24-34,24-39,FR-O,66.25,69,120,60,130,310,2,323.54,320.7,282.99,65.74,Yes,USA,IL,USAPL,IPF,9/12/21,USA,IL,,Windy City Raw Open,Yes
Susan Newton,F,SBD,Raw,28.5,24-34,24-39,FR-O,82.9,84,140,65,160,365,1,337.98,327.67,286.72,69.29,Yes,USA,IL,USAPL,IPF,9/12/21,USA,IL,,Windy City Raw Open,Yes
Annie Whitaker,F,SBD,Raw,25.5,24-34,24-39,FR-O,101.7,84+,85,52.5,100,237.5,1,201.36,196.79,168.69,42.17,Yes,USA,IL,USAPL,IPF,9/12/21,USA,IL,,Windy City Raw Open,Yes
Alec Anthony DeJesus,M,SBD,Raw,25.5,24-34,24-39,MR-O,55,59,145,92.5,170,407.5,1,370.62,377.62,370.63,70.02,Yes,USA,IL,USAPL,IPF,9/12/21,USA,IL,,Windy City Raw Open,Yes
Aliki Hui,M,SBD,Raw,25,24-34,24-39,MR-O,71.2,74,215,150,242.5,607.5,1,451.03,449.44,435.23,91,Yes,USA,IL,USAPL,IPF,9/12/21,USA,IL,,Windy City Raw Open,Yes
Joshua Ocampo,M,SBD,Raw,22,20-23,19-23,MR-O,73.3,74,200,117.5,230,547.5,2,398.67,396.51,383.5,80.78,Yes,USA,IL,USAPL,IPF,9/12/21,USA,IL,,Windy City Raw Open,Yes
Alex Thieme,M,SBD,Raw,26.5,24-34,24-39,MR-O,73.8,74,175,127.5,217.5,520,3,376.96,374.76,362.36,76.45,Yes,USA,IL,USAPL,IPF,9/12/21,USA,IL,,Windy City Raw Open,Yes
Joseph Vande Vusse,M,SBD,Raw,24.5,24-34,24-39,MR-O,80.1,83,180,160,185,525,2,361.75,358.13,345.05,74,Yes,USA,IL,USAPL,IPF,9/12/21,USA,IL,,Windy City Raw Open,Yes
Krystian Garbicz,M,SBD,Raw,20.5,20-23,19-23,MR-O,92.7,93,280,185,265,730,1,465.19,459.28,439.64,95.65,Yes,USA,IL,USAPL,IPF,9/12/21,USA,IL,,Windy City Raw Open,Yes
Tomasz Kmiotek,M,SBD,Raw,21.5,20-23,19-23,MR-O,88,93,257.5,167.5,262.5,687.5,2,449.68,444.06,426.01,92.42,Yes,USA,IL,USAPL,IPF,9/12/21,USA,IL,,Windy City Raw Open,Yes
Patrick Keavy,M,SBD,Raw,38.5,35-39,24-39,MR-O,88.3,93,217.5,120,270,607.5,3,396.65,391.68,375.7,81.53,Yes,USA,IL,USAPL,IPF,9/12/21,USA,IL,,Windy City Raw Open,Yes
Trey Koenig,M,SBD,Raw,28,24-34,24-39,MR-O,104.3,105,290,185,297.5,772.5,1,467.16,462.7,441.82,95.67,Yes,USA,IL,USAPL,IPF,9/12/21,USA,IL,,Windy City Raw Open,Yes
Luke Szczerba,M,SBD,Raw,28.5,24-34,24-39,MR-O,102.9,105,237.5,145,295,677.5,2,411.99,407.8,389.39,84.44,Yes,USA,IL,USAPL,IPF,9/12/21,USA,IL,,Windy City Raw Open,Yes
Austin Koenig,M,SBD,Raw,32.5,24-34,24-39,MR-O,99.9,105,232.5,125,232.5,590,4,363.31,359.21,343.09,74.57,Yes,USA,IL,USAPL,IPF,9/12/21,USA,IL,,Windy City Raw Open,Yes
Darien Walls,M,SBD,Raw,27.5,24-34,24-39,MR-O,103.5,105,167.5,130,227.5,525,6,318.49,315.34,301.1,65.26,Yes,USA,IL,USAPL,IPF,9/12/21,USA,IL,,Windy City Raw Open,Yes
David James #1,M,SBD,Raw,28.5,24-34,24-39,MR-O,114,120,282.5,182.5,287.5,752.5,1,439.88,438.27,419.39,89.48,Yes,USA,IL,USAPL,IPF,9/12/21,USA,IL,,Windy City Raw Open,Yes
Ronald Madrey,M,SBD,Raw,22,20-23,19-23,MR-O,109.5,120,260,155,242.5,657.5,2,390.09,387.48,370.28,79.62,Yes,USA,IL,USAPL,IPF,9/12/21,USA,IL,,Windy City Raw Open,Yes
Alexjandra Zayas,F,SBD,Raw,29.5,24-34,24-39,FR-O,102.7,84+,50,55,75,180,2,152.05,148.75,127.35,31.88,Yes,USA,IL,USAPL,IPF,9/11/21,USA,WI,,Stars And Stripes Open,Yes
Aubrey Hogan,M,SBD,Raw,24,24-34,24-39,MR-O,73.4,74,260,167.5,280,707.5,1,514.71,511.88,495.05,104.31,Yes,USA,IL,USAPL,IPF,9/11/21,USA,WI,,Stars And Stripes Open,Yes
Thomas O'Donnell,M,SBD,Raw,20.5,20-23,19-23,MR-O,73.3,74,215,127.5,265,607.5,3,442.36,439.96,425.52,89.63,Yes,USA,IL,USAPL,IPF,9/11/21,USA,WI,,Stars And Stripes Open,Yes
Alonso Rodriguez,M,SBD,Raw,21.5,20-23,19-23,MR-O,73.9,74,210,132.5,242.5,585,4,423.71,421.2,407.24,85.94,Yes,USA,IL,USAPL,IPF,9/11/21,USA,WI,,Stars And Stripes Open,Yes
Joshua Valbuena,M,SBD,Raw,28,24-34,24-39,MR-O,66.3,74,190,120,225,535,6,417.78,418.52,406.59,83.2,Yes,USA,IL,USAPL,IPF,9/11/21,USA,WI,,Stars And Stripes Open,Yes
Ethan Mcmillan,M,SBD,Raw,15.5,16-17,14-18,MR-O,91.3,93,185,132.5,180,497.5,9,319.39,315.33,302.03,65.67,Yes,USA,IL,USAPL,IPF,9/11/21,USA,WI,,Stars And Stripes Open,Yes
Alex Escamilla,M,SBD,Raw,16.5,16-17,14-18,MR-O,101.5,105,207.5,132.5,235,575,6,351.67,347.9,332.22,72.13,Yes,USA,IL,USAPL,IPF,9/11/21,USA,WI,,Stars And Stripes Open,Yes
Andrew Kanelos,M,SBD,Raw,23.5,24-34,24-39,MR-O,118.4,120,312.5,182.5,320,815,1,470.17,470.06,450.35,95.3,Yes,USA,IL,USAPL,IPF,9/11/21,USA,WI,,Stars And Stripes Open,Yes
Paul Patrow,M,SBD,Raw,47.5,45-49,40-49,MR-O,119.9,120,192.5,122.5,205,520,6,298.72,299.02,286.53,60.47,Yes,USA,IL,USAPL,IPF,9/11/21,USA,WI,,Stars And Stripes Open,Yes
Adam Schilling,M,SBD,Raw,34.5,24-34,24-39,MR-O,135.4,120+,212.5,142.5,222.5,577.5,2,319.51,324.38,309.03,63.8,Yes,USA,IL,USAPL,IPF,9/11/21,USA,WI,,Stars And Stripes Open,Yes
Karlie Patten,F,SBD,Raw,28.5,24-34,24-39,FR-O,71.3,76,67.5,32.5,112.5,212.5,1,212.7,208.77,183.94,43.25,Yes,USA,IL,USAPL,IPF,5/22/21,USA,MO,,Legacy Series 3,Yes
Reis Madrey,M,SBD,Raw,20.5,20-23,19-23,MR-O,71.2,74,202.5,140,237.5,580,1,430.62,429.09,415.53,86.88,Yes,USA,IL,USAPL,IPF,5/22/21,USA,MO,,Legacy Series 3,Yes
Shakeel Holman,M,SBD,Raw,28.5,24-34,24-39,MR-O,89.1,93,260,177.5,280,717.5,1,466.31,460.42,441.46,95.86,Yes,USA,IL,USAPL,IPF,5/22/21,USA,MO,,Legacy Series 3,Yes
Brandon Brown,M,SBD,Raw,27.5,24-34,24-39,MR-O,88.45,93,225,132.5,272.5,630,2,410.98,405.82,389.24,84.48,Yes,USA,IL,USAPL,IPF,5/22/21,USA,MO,,Legacy Series 3,Yes
Jason Neukom,M,SBD,Raw,35.5,35-39,24-39,MR-O,88.25,93,207.5,160,245,612.5,3,400.03,395.02,378.92,82.22,Yes,USA,IL,USAPL,IPF,5/22/21,USA,MO,,Legacy Series 3,Yes
Ronald Madrey,M,SBD,Raw,22,20-23,19-23,MR-O,100.4,105,255,150,240,645,1,396.32,391.92,374.3,81.33,Yes,USA,IL,USAPL,IPF,5/22/21,USA,MO,,Legacy Series 3,Yes
Jason Jackson #2,M,SBD,Raw,41.5,40-44,40-49,MR-O,156,120+,195,170,250,615,1,327.29,338.39,318.5,64.33,Yes,USA,IL,USAPL,IPF,5/22/21,USA,MO,,Legacy Series 3,Yes
Mallory Brown,F,SBD,Raw,28,24-34,24-39,FR-O,47.8,48,137.5,67.5,125,330,11,427.15,438.4,390.32,89.98,Yes,USA,IL,USAPL,,6/8/22,USA,NV,Las Vegas,Mega Nationals,Yes
Emma Ife,F,SBD,Raw,32.5,24-34,24-39,FR-O,50.39,52,127.5,80,157.5,365,10,454.83,466.13,413.74,94.74,Yes,USA,IL,USAPL,,6/8/22,USA,NV,Las Vegas,Mega Nationals,Yes
Semra Memedovski,F,SBD,Raw,24,24-34,24-39,FR-O,55.62,56,145,85,170,400,15,465.75,473.16,418.59,95.6,Yes,USA,IL,USAPL,,6/8/22,USA,NV,Las Vegas,Mega Nationals,Yes
Amanda Berggren,F,SBD,Raw,33.5,24-34,24-39,FR-O,73.92,75,155,95,175,425,25,417.15,407.75,358.87,84.92,Yes,USA,IL,USAPL,,6/8/22,USA,NV,Las Vegas,Mega Nationals,Yes
Michael Coladipietro,M,SBD,Raw,26,24-34,24-39,MR-O,74.24,75,262.5,150,275,687.5,14,496.47,493.4,476.95,100.76,Yes,USA,IL,USAPL,,6/8/22,USA,NV,Las Vegas,Mega Nationals,Yes
Cameron Smith #2,M,SBD,Raw,33,24-34,24-39,MR-O,89.55,90,277.5,220.5,285,783,8,507.57,501.14,480.4,104.35,Yes,USA,IL,USAPL,,6/8/22,USA,NV,Las Vegas,Mega Nationals,Yes
